あだ名,あだな
表裏,ひょうり
表記,ひょうき
表象,ひょうしょう
表面化,ひょうめんか
衰えま,おとろ
衰える,おとろ
衰えた,おとろ
衰えな,おとろ
衰えず,おとろ
衰えて,おとろ
衰えよ,おとろ
衰えら,おとろ
衰えさ,おとろ
衰えろ,おとろ
衰弱,すいじゃく
衰退,すいたい
被せま,かぶ
被せる,かぶ
被せた,かぶ
被せな,かぶ
被せず,かぶ
被せて,かぶ
被せよ,かぶ
被せら,かぶ
被せさ,かぶ
被せろ,かぶ
被り,かぶ
被る,かぶ
被った,かぶ
被ら,かぶ
被って,かぶ
被ろ,かぶ
被れ,かぶ
被ら,かぶ
被曝,ひばく
被災,ひさい
裁き,さば
裁く,さば
裁い,さば
裁か,さば
裁おう,さば
裁け,さば
裁え,さば
裁ち,た
裁つ,た
裁った,た
裁た,た
裁って,た
裁とう,た
裁げ,た
裁た,た
裁て,た
裁判,さいばん
裁定,さいてい
裁断,さいだん
裁決,さいけつ
裁縫,さいほう
裁量,さいりょう
裂き,さ
裂く,さ
裂い,さ
裂か,さ
裂おう,さ
裂け,さ
裂え,さ
裂けま,さ
裂ける,さ
裂けた,さ
裂けな,さ
裂けず,さ
裂けて,さ
裂けよ,さ
裂けら,さ
裂けさ,さ
裂けろ,さ
装い,よそお
装う,よそお
装った,よそお
装わ,よそお
装って,よそお
装お,よそお
装え,よそお
装わ,よそお
装丁,そうてい
装備,そうび
装甲,そうこう
装着,そうちゃく
装飾,そうしょく
裏付けま,うらづ
裏付ける,うらづ
裏付けた,うらづ
裏付けな,うらづ
裏付けず,うらづ
裏付けて,うらづ
裏付けよ,うらづ
裏付けら,うらづ
裏付けさ,うらづ
裏付けろ,うらづ
裏切り,うらぎ
裏切る,うらぎ
裏切った,うらぎ
裏切ら,うらぎ
裏切って,うらぎ
裏切ろ,うらぎ
裏切れ,うらぎ
裏切ら,うらぎ
裏打ち,うらうち
裏書,うらがき
裏返し,うらがえ
裏返す,うらがえ
裏返さ,うらがえ
裏返そ,うらがえ
裏返せ,うらがえ
補い,おぎな
補う,おぎな
補った,おぎな
補わ,おぎな
補って,おぎな
補お,おぎな
補え,おぎな
補わ,おぎな
補佐,ほさ
補修,ほしゅう
補償,ほしょう
補充,ほじゅう
補助,ほじょ
補填,ほてん
補完,ほかん
補導,ほどう
補強,ほきょう
補正,ほせい
補給,ほきゅう
補習,ほしゅう
補足,ほそく
製作,せいさく
製図,せいず
製本,せいほん
製材,せいざい
製油,せいゆ
製版,せいはん
製粉,せいふん
製造,せいぞう
製鉄,せいてつ
製鋼,せいこう
複写,ふくしゃ
複製,ふくせい
褒めま,ほ
褒める,ほ
褒めた,ほ
褒めな,ほ
褒めず,ほ
褒めて,ほ
褒めよ,ほ
褒めら,ほ
褒めさ,ほ
褒めろ,ほ
褒賞,ほうしょう
褪せま,あ
褪せる,あ
褪せた,あ
褪せな,あ
褪せず,あ
褪せて,あ
褪せよ,あ
褪せら,あ
褪せさ,あ
褪せろ,あ
襲い,おそ
襲う,おそ
襲った,おそ
襲わ,おそ
襲って,おそ
襲お,おそ
襲え,おそ
襲わ,おそ
襲名,しゅうめい
襲撃,しゅうげき
襲来,しゅうらい
西遊,せいゆう
要する,ようする
要り,い
要る,い
要った,い
要ら,い
要って,い
要ろ,い
要れ,い
要ら,い
要望,ようぼう
要求,ようきゅう
要約,ようやく
覆い,おお
覆う,おお
覆った,おお
覆わ,おお
覆って,おお
覆お,おお
覆え,おお
覆わ,おお
覆し,くつがえ
覆す,くつがえ
覆さ,くつがえ
覆そ,くつがえ
覆せ,くつがえ
覆り,くつがえ
覆る,くつがえ
覆った,くつがえ
覆ら,くつがえ
覆って,くつがえ
覆ろ,くつがえ
覆れ,くつがえ
覆ら,くつがえ
覆面,ふくめん
見えま,み
見える,み
見えた,み
見えな,み
見えず,み
見えて,み
見えよ,み
見えら,み
見えさ,み
見えろ,み
見かけま,みか
見かける,みか
見かけた,みか
見かけな,みか
見かけず,みか
見かけて,みか
見かけよ,みか
見かけら,みか
見かけさ,みか
見かけろ,みか
見せつけま,みせつ
見せつける,みせつ
見せつけた,みせつ
見せつけな,みせつ
見せつけず,みせつ
見せつけて,みせつ
見せつけよ,みせつ
見せつけら,みせつ
見せつけさ,みせつ
見せつけろ,みせつ
見せびらかし,みせびらか
見せびらかす,みせびらか
見せびらかさ,みせびらか
見せびらかそ,みせびらか
見せびらかせ,みせびらか
見せま,み
見せる,み
見せた,み
見せな,み
見せず,み
見せて,み
見せよ,み
見せら,み
見せさ,み
見せろ,み
見つかり,みつか
見つかる,みつか
見つかった,みつか
見つから,みつか
見つかって,みつか
見つかろ,みつか
見つかれ,みつか
見つから,みつか
見つけま,みつ
見つける,みつ
見つけた,みつ
見つけな,みつ
見つけず,みつ
見つけて,みつ
見つけよ,みつ
見つけら,みつ
見つけさ,みつ
見つけろ,みつ
見つめま,みつ
見つめる,みつ
見つめた,みつ
見つめな,みつ
見つめず,みつ
見つめて,みつ
見つめよ,みつ
見つめら,みつ
見つめさ,みつ
見つめろ,みつ
見とれま,みと
見とれる,みと
見とれた,みと
見とれな,みと
見とれず,みと
見とれて,みと
見とれよ,みと
見とれら,みと
見とれさ,みと
見とれろ,みと
見なし,み
見なす,み
見なさ,み
見なそ,み
見なせ,み
見るま,み
見るる,み
見るた,み
見るな,み
見るず,み
見るて,み
見るよ,み
見るら,み
見るさ,み
見るろ,み
見上げま,みあ
見上げる,みあ
見上げた,みあ
見上げな,みあ
見上げず,みあ
見上げて,みあ
見上げよ,みあ
見上げら,みあ
見上げさ,みあ
見上げろ,みあ
見下し,みくだ
見下す,みくだ
見下さ,みくだ
見下そ,みくだ
見下せ,みくだ
見下ろし,みおろ
見下ろす,みおろ
見下ろさ,みおろ
見下ろそ,みおろ
見下ろせ,みおろ
見入り,みい
見入る,みい
見入った,みい
見入ら,みい
見入って,みい
見入ろ,みい
見入れ,みい
見入ら,みい
見出し,みいだ
見出す,みいだ
見出さ,みいだ
見出そ,みいだ
見出せ,みいだ
見分けま,みわ
見分ける,みわ
見分けた,みわ
見分けな,みわ
見分けず,みわ
見分けて,みわ
見分けよ,みわ
見分けら,みわ
見分けさ,みわ
見分けろ,みわ
見切り,みきり
見劣り,みおとり
見受けま,みう
見受ける,みう
見受けた,みう
見受けな,みう
見受けず,みう
見受けて,みう
見受けよ,みう
見受けら,みう
見受けさ,みう
見受けろ,みう
見合い,みあい
見合い,みあ
見合う,みあ
見合った,みあ
見合わ,みあ
見合って,みあ
見合お,みあ
見合え,みあ
見合わ,みあ
見合わせま,みあわ
見合わせる,みあわ
見合わせた,みあわ
見合わせな,みあわ
見合わせず,みあわ
見合わせて,みあわ
見合わせよ,みあわ
見合わせら,みあわ
見合わせさ,みあわ
見合わせろ,みあわ
見向き,みむ
見向く,みむ
見向い,みむ
見向か,みむ
見向おう,みむ
見向け,みむ
見向え,みむ
見回し,みまわ
見回す,みまわ
見回さ,みまわ
見回そ,みまわ
見回せ,みまわ
見回り,みまわ
見回る,みまわ
見回った,みまわ
見回ら,みまわ
見回って,みまわ
見回ろ,みまわ
見回れ,みまわ
見回ら,みまわ
見失い,みうしな
見失う,みうしな
見失った,みうしな
見失わ,みうしな
見失って,みうしな
見失お,みうしな
見失え,みうしな
見失わ,みうしな
見守り,みまも
見守る,みまも
見守った,みまも
見守ら,みまも
見守って,みまも
見守ろ,みまも
見守れ,みまも
見守ら,みまも
見定めま,みさだ
見定める,みさだ
見定めた,みさだ
見定めな,みさだ
見定めず,みさだ
見定めて,みさだ
見定めよ,みさだ
見定めら,みさだ
見定めさ,みさだ
見定めろ,みさだ
見届けま,みとど
見届ける,みとど
見届けた,みとど
見届けな,みとど
見届けず,みとど
見届けて,みとど
見届けよ,みとど
見届けら,みとど
見届けさ,みとど
見届けろ,みとど
見張り,みは
見張る,みは
見張った,みは
見張ら,みは
見張って,みは
見張ろ,みは
見張れ,みは
見張ら,みは
見当たり,みあた
見当たる,みあた
見当たった,みあた
見当たら,みあた
見当たって,みあた
見当たろ,みあた
見当たれ,みあた
見当たら,みあた
見慣れま,みな
見慣れる,みな
見慣れた,みな
見慣れな,みな
見慣れず,みな
見慣れて,みな
見慣れよ,みな
見慣れら,みな
見慣れさ,みな
見慣れろ,みな
見抜き,みぬ
見抜く,みぬ
見抜い,みぬ
見抜か,みぬ
見抜おう,みぬ
見抜け,みぬ
見抜え,みぬ
見捨てま,みす
見捨てる,みす
見捨てた,みす
見捨てな,みす
見捨てず,みす
見捨てて,みす
見捨てよ,みす
見捨てら,みす
見捨てさ,みす
見捨てろ,みす
見据えま,みす
見据える,みす
見据えた,みす
見据えな,みす
見据えず,みす
見据えて,みす
見据えよ,みす
見据えら,みす
見据えさ,みす
見据えろ,みす
見損ない,みそこな
見損なう,みそこな
見損なった,みそこな
見損なわ,みそこな
見損なって,みそこな
見損なお,みそこな
見損なえ,みそこな
見損なわ,みそこな
見放し,みはな
見放す,みはな
見放さ,みはな
見放そ,みはな
見放せ,みはな
見晴らし,み - はら
見晴らす,み - はら
見晴らさ,み - はら
見晴らそ,み - はら
見晴らせ,み - はら
見極めま,みきわ
見極める,みきわ
見極めた,みきわ
見極めな,みきわ
見極めず,みきわ
見極めて,みきわ
見極めよ,みきわ
見極めら,みきわ
見極めさ,みきわ
見極めろ,みきわ
見比べま,みくら
見比べる,みくら
見比べた,みくら
見比べな,みくら
見比べず,みくら
見比べて,みくら
見比べよ,みくら
見比べら,みくら
見比べさ,みくら
見比べろ,みくら
見渡し,みわた
見渡す,みわた
見渡さ,みわた
見渡そ,みわた
見渡せ,みわた
見直し,みなお
見直す,みなお
見直さ,みなお
見直そ,みなお
見直せ,みなお
見破り,みやぶ
見破る,みやぶ
見破った,みやぶ
見破ら,みやぶ
見破って,みやぶ
見破ろ,みやぶ
見破れ,みやぶ
見破ら,みやぶ
見積もり,みつも
見積もる,みつも
見積もった,みつも
見積もら,みつも
見積もって,みつも
見積もろ,みつも
見積もれ,みつも
見積もら,みつも
見立てま,みた
見立てる,みた
見立てた,みた
見立てな,みた
見立てず,みた
見立てて,みた
見立てよ,みた
見立てら,みた
見立てさ,みた
見立てろ,みた
見習い,みなら
見習う,みなら
見習った,みなら
見習わ,みなら
見習って,みなら
見習お,みなら
見習え,みなら
見習わ,みなら
見聞,けんぶん
見聞き,みきき
見舞い,みま
見舞う,みま
見舞った,みま
見舞わ,みま
見舞って,みま
見舞お,みま
見舞え,みま
見舞わ,みま
見落とし,みお
見落とす,みお
見落とさ,みお
見落とそ,みお
見落とせ,みお
見計らい,みはかろ
見計らう,みはかろ
見計らった,みはかろ
見計らわ,みはかろ
見計らって,みはかろ
見計らお,みはかろ
見計らえ,みはかろ
見計らわ,みはかろ
見誤り,みあやま
見誤る,みあやま
見誤った,みあやま
見誤ら,みあやま
見誤って,みあやま
見誤ろ,みあやま
見誤れ,みあやま
見誤ら,みあやま
見越し,みこ
見越す,みこ
見越さ,みこ
見越そ,みこ
見越せ,みこ
見込み,みこ
見込む,みこ
見込ん,みこ
見込ま,みこ
見込め,みこ
見込な,みこ
見返し,みかえ
見返す,みかえ
見返さ,みかえ
見返そ,みかえ
見返せ,みかえ
見送り,みおく
見送る,みおく
見送った,みおく
見送ら,みおく
見送って,みおく
見送ろ,みおく
見送れ,みおく
見送ら,みおく
見逃し,みのが
見逃す,みのが
見逃さ,みのが
見逃そ,みのが
見逃せ,みのが
見透かし,みすか
見透かす,みすか
見透かさ,みすか
見透かそ,みすか
見透かせ,みすか
見通し,みとお
見通す,みとお
見通さ,みとお
見通そ,みとお
見通せ,みとお
見過ごし,みすご
見過ごす,みすご
見過ごさ,みすご
見過ごそ,みすご
見過ごせ,みすご
見違えま,みちが
見違える,みちが
見違えた,みちが
見違えな,みちが
見違えず,みちが
見違えて,みちが
見違えよ,みちが
見違えら,みちが
見違えさ,みちが
見違えろ,みちが
見開き,みびら
見開く,みびら
見開い,みびら
見開か,みびら
見開おう,みびら
見開け,みびら
見開え,みびら
見限り,みかぎ
見限る,みかぎ
見限った,みかぎ
見限ら,みかぎ
見限って,みかぎ
見限ろ,みかぎ
見限れ,みかぎ
見限ら,みかぎ
規制,きせい
規定,きてい
規正,きせい
視察,しさつ
覗き,のぞ
覗く,のぞ
覗い,のぞ
覗か,のぞ
覗おう,のぞ
覗け,のぞ
覗え,のぞ
覚えま,おぼ
覚える,おぼ
覚えた,おぼ
覚えな,おぼ
覚えず,おぼ
覚えて,おぼ
覚えよ,おぼ
覚えら,おぼ
覚えさ,おぼ
覚えろ,おぼ
覚まし,さま
覚ます,さま
覚まさ,さま
覚まそ,さま
覚ませ,さま
覚める,さめる
覚悟,かくご
覚醒,かくせい
覧になり,らんにな
覧になる,らんにな
覧になった,らんにな
覧になら,らんにな
覧になって,らんにな
覧になろ,らんにな
覧になれ,らんにな
覧になら,らんにな
親しみ,したし
親しむ,したし
親しん,したし
親しま,したし
親しめ,したし
親しな,したし
親不孝,おやふこう
親和,しんわ
親孝行,おやこうこう
親睦,しんぼく
観光,かんこう
観劇,かんげき
観察,かんさつ
観念,かんねん
観戦,かんせん
観測,かんそく
観覧,かんらん
観賞,かんしょう
観閲,かんえつ
解きほぐし,ときほぐ
解きほぐす,ときほぐ
解きほぐさ,ときほぐ
解きほぐそ,ときほぐ
解きほぐせ,ときほぐ
解き,と
解く,と
解い,と
解か,と
解おう,と
解け,と
解え,と
解き,ほど
解く,ほど
解い,ほど
解か,ほど
解おう,ほど
解け,ほど
解え,ほど
解けま,と
解ける,と
解けた,と
解けな,と
解けず,と
解けて,と
解けよ,と
解けら,と
解けさ,と
解けろ,と
解けま,ほど
解ける,ほど
解けた,ほど
解けな,ほど
解けず,ほど
解けて,ほど
解けよ,ほど
解けら,ほど
解けさ,ほど
解けろ,ほど
解けま,とけ
解ける,とけ
解けた,とけ
解けな,とけ
解けず,とけ
解けて,とけ
解けよ,とけ
解けら,とけ
解けさ,とけ
解けろ,とけ
解し,ほぐ
解す,ほぐ
解さ,ほぐ
解そ,ほぐ
解せ,ほぐ
解する,かいする
解任,かいにん
解体,かいたい
解党,かいとう
解凍,かいとう
解剖,かいぼう
解放,かいほう
解散,かいさん
解明,かいめい
解析,かいせき
解決,かいけつ
解消,かいしょう
解熱,げねつ
解禁,かいきん
解答,かいとう
解約,かいやく
解職,かいしょく
解脱,げだつ
解説,かいせつ
解読,かいどく
解釈,かいしゃく
解除,かいじょ
解雇,かいこ
解題,かいだい
触り,さわ
触る,さわ
触った,さわ
触ら,さわ
触って,さわ
触ろ,さわ
触れ,さわ
触ら,さわ
触れま,ふ
触れる,ふ
触れた,ふ
触れな,ふ
触れず,ふ
触れて,ふ
触れよ,ふ
触れら,ふ
触れさ,ふ
触れろ,ふ
触発,しょくはつ
触診,しょくしん
言い,い
言い,い
言う,い
言った,い
言わ,い
言って,い
言お,い
言え,い
言わ,い
言及,げんきゅう
言明,げんめい
訂正,ていせい
計り,はか
計る,はか
計った,はか
計ら,はか
計って,はか
計ろ,はか
計れ,はか
計ら,はか
計上,けいじょう
計測,けいそく
計画,けいかく
計算,けいさん
計量,けいりょう
訊き,き
訊く,き
訊い,き
訊か,き
訊おう,き
訊け,き
訊え,き
討ち,う
討つ,う
討った,う
討た,う
討って,う
討とう,う
討げ,う
討た,う
討て,う
討論,とうろん
討議,とうぎ
訓令,くんれい
訓戒,くんかい
訓示,くんじ
訓練,くんれん
訓読み,くんよみ
託し,たく
託す,たく
託さ,たく
託そ,たく
託せ,たく
記し,しる
記す,しる
記さ,しる
記そ,しる
記せ,しる
記入,きにゅう
記名,きめい
記帳,きちょう
記念,きねん
記憶,きおく
記者会見,きしゃかいけん
記載,きさい
記述,きじゅつ
記録,きろく
訪ねま,たず
訪ねる,たず
訪ねた,たず
訪ねな,たず
訪ねず,たず
訪ねて,たず
訪ねよ,たず
訪ねら,たず
訪ねさ,たず
訪ねろ,たず
訪れま,おとず
訪れる,おとず
訪れた,おとず
訪れな,おとず
訪れず,おとず
訪れて,おとず
訪れよ,おとず
訪れら,おとず
訪れさ,おとず
訪れろ,おとず
訪問,ほうもん
訪日,ほうにち
訪欧,ほうおう
設けま,もう
設ける,もう
設けた,もう
設けな,もう
設けず,もう
設けて,もう
設けよ,もう
設けら,もう
設けさ,もう
設けろ,もう
設備,せつび
設営,せつえい
設定,せってい
設立,せつりつ
設置,せっち
設計,せっけい
許し,ゆる
許す,ゆる
許さ,ゆる
許そ,ゆる
許せ,ゆる
許可,きょか
許容,きょよう
許諾,きょだく
訳し,やく
訳す,やく
訳さ,やく
訳そ,やく
訳せ,やく
訴えま,うった
訴える,うった
訴えた,うった
訴えな,うった
訴えず,うった
訴えて,うった
訴えよ,うった
訴えら,うった
訴えさ,うった
訴えろ,うった
訴訟,そしょう
訴追,そつい
診るま,み
診るる,み
診るた,み
診るな,み
診るず,み
診るて,み
診るよ,み
診るら,み
診るさ,み
診るろ,み
診察,しんさつ
診断,しんだん
診療,しんりょう
証印,しょういん
証明,しょうめい
証言,しょうげん
詐取,さしゅ
詐称,さしょう
評価,ひょうか
評判,ひょうばん
評定,ひょうじょう
評決,ひょうけつ
評論,ひょうろん
評議,ひょうぎ
詠み,よ
詠む,よ
詠ん,よ
詠ま,よ
詠め,よ
詠な,よ
試し,ため
試す,ため
試さ,ため
試そ,ため
試せ,ため
試みま,こころ
試みる,こころ
試みた,こころ
試みな,こころ
試みず,こころ
試みて,こころ
試みよ,こころ
試みら,こころ
試みさ,こころ
試みろ,こころ
試乗,しじょう
試作,しさく
試写,ししゃ
試射,ししゃ
試掘,しくつ
試用,しよう
試着,しちゃく
試算,しさん
試行,しこう
試行錯誤,しこうさくご
試運転,しうんてん
試食,ししょく
試飲,しいん
試験,しけん
詩作,しさく
詫びま,わ
詫びる,わ
詫びた,わ
詫びな,わ
詫びず,わ
詫びて,わ
詫びよ,わ
詫びら,わ
詫びさ,わ
詫びろ,わ
詰まらせま,つまら
詰まらせる,つまら
詰まらせた,つまら
詰まらせな,つまら
詰まらせず,つまら
詰まらせて,つまら
詰まらせよ,つまら
詰まらせら,つまら
詰まらせさ,つまら
詰まらせろ,つまら
詰まり,つ
詰まる,つ
詰まった,つ
詰まら,つ
詰まって,つ
詰まろ,つ
詰まれ,つ
詰まら,つ
詰み,つ
詰む,つ
詰ん,つ
詰ま,つ
詰め,つ
詰な,つ
詰めま,つめ
詰める,つめ
詰めた,つめ
詰めな,つめ
詰めず,つめ
詰めて,つめ
詰めよ,つめ
詰めら,つめ
詰めさ,つめ
詰めろ,つめ
詰問,きつもん
話しかけま,はなしか
話しかける,はなしか
話しかけた,はなしか
話しかけな,はなしか
話しかけず,はなしか
話しかけて,はなしか
話しかけよ,はなしか
話しかけら,はなしか
話しかけさ,はなしか
話しかけろ,はなしか
話し,はな
話す,はな
話さ,はな
話そ,はな
話せ,はな
該当,がいとう
詳報,しょうほう
詳述,しょうじゅつ
誇り,ほこ
誇る,ほこ
誇った,ほこ
誇ら,ほこ
誇って,ほこ
誇ろ,ほこ
誇れ,ほこ
誇ら,ほこ
誇張,こちょう
誇示,こじ
認めま,みと
認める,みと
認めた,みと
認めな,みと
認めず,みと
認めて,みと
認めよ,みと
認めら,みと
認めさ,みと
認めろ,みと
認可,にんか
認定,にんてい
認容,にんよう
認知,にんち
認証,にんしょう
認識,にんしき
誓い,ちか
誓う,ちか
誓った,ちか
誓わ,ちか
誓って,ちか
誓お,ちか
誓え,ちか
誓わ,ちか
誓約,せいやく
誘い,さそ
誘う,さそ
誘った,さそ
誘わ,さそ
誘って,さそ
誘お,さそ
誘え,さそ
誘わ,さそ
誘導,ゆうどう
誘引,ゆういん
誘惑,ゆうわく
誘拐,ゆうかい
誘爆,ゆうばく
誘発,ゆうはつ
誘致,ゆうち
語らい,かたら
語らう,かたら
語らった,かたら
語らわ,かたら
語らって,かたら
語らお,かたら
語らえ,かたら
語らわ,かたら
語り,かた
語る,かた
語った,かた
語ら,かた
語って,かた
語ろ,かた
語れ,かた
語ら,かた
誤り,あやま
誤る,あやま
誤った,あやま
誤ら,あやま
誤って,あやま
誤ろ,あやま
誤れ,あやま
誤ら,あやま
誤判,ごはん
誤報,ごほう
誤射,ごしゃ
誤用,ごよう
誤算,ごさん
誤解,ごかい
誤訳,ごやく
誤診,ごしん
誤認,ごにん
誤魔化し,ごまか
誤魔化す,ごまか
誤魔化さ,ごまか
誤魔化そ,ごまか
誤魔化せ,ごまか
説き,と
説く,と
説い,と
説か,と
説おう,と
説け,と
説え,と
説得,せっとく
説教,せっきょう
説明,せつめい
説法,せっぽう
説経,せっきょう
読み,よみ
読みきり,よみき
読みきる,よみき
読みきった,よみき
読みきら,よみき
読みきって,よみき
読みきろ,よみき
読みきれ,よみき
読みきら,よみき
読み,よ
読む,よ
読ん,よ
読ま,よ
読め,よ
読な,よ
読書,どくしょ
読破,どくは
読経,どきょう
読解,どっかい
課し,か
課す,か
課さ,か
課そ,か
課せ,か
課する,かする
課税,かぜい
誹謗,ひぼう
調べま,しら
調べる,しら
調べた,しら
調べな,しら
調べず,しら
調べて,しら
調べよ,しら
調べら,しら
調べさ,しら
調べろ,しら
調停,ちょうてい
調剤,ちょうざい
調印,ちょういん
調合,ちょうごう
調味,ちょうみ
調和,ちょうわ
調律,ちょうりつ
調教,ちょうきょう
調整,ちょうせい
調査,ちょうさ
調理,ちょうり
調節,ちょうせつ
調製,ちょうせい
調達,ちょうたつ
談合,だんごう
談笑,だんしょう
談義,だんぎ
談話,だんわ
請求,せいきゅう
請託,せいたく
請願,せいがん
諍い,いさかい
論じま,ろん
論じる,ろん
論じた,ろん
論じな,ろん
論じず,ろん
論じて,ろん
論じよ,ろん
論じら,ろん
論じさ,ろん
論じろ,ろん
論ずる,ろんずる
論争,ろんそう
論告,ろんこく
論戦,ろんせん
論考,ろんこう
論証,ろんしょう
論評,ろんぴょう
論説,ろんせつ
論議,ろんぎ
諦めま,あきら
諦める,あきら
諦めた,あきら
諦めな,あきら
諦めず,あきら
諦めて,あきら
諦めよ,あきら
諦めら,あきら
諦めさ,あきら
諦めろ,あきら
諭し,さと
諭す,さと
諭さ,さと
諭そ,さと
諭せ,さと
諮り,はか
諮る,はか
諮った,はか
諮ら,はか
諮って,はか
諮ろ,はか
諮れ,はか
諮ら,はか
諮問,しもん
謀反,むほん
謀議,ぼうぎ
謙遜,けんそん
講じる,こうじる
講ずま,こう
講ずる,こう
講ずた,こう
講ずな,こう
講ずず,こう
講ずて,こう
講ずよ,こう
講ずら,こう
講ずさ,こう
講ずろ,こう
講和,こうわ
講演,こうえん
講義,こうぎ
講習,こうしゅう
講評,こうひょう
講話,こうわ
講釈,こうしゃく
謝り,あやま
謝る,あやま
謝った,あやま
謝ら,あやま
謝って,あやま
謝ろ,あやま
謝れ,あやま
謝ら,あやま
謝礼,しゃれい
謝罪,しゃざい
謳い,うた
謳う,うた
謳った,うた
謳わ,うた
謳って,うた
謳お,うた
謳え,うた
謳わ,うた
謳歌,おうか
識別,しきべつ
警ら,けいら
警備,けいび
警告,けいこく
警戒,けいかい
警護,けいご
議決,ぎけつ
議論,ぎろん
譲り,ゆず
譲る,ゆず
譲った,ゆず
譲ら,ゆず
譲って,ゆず
譲ろ,ゆず
譲れ,ゆず
譲ら,ゆず
譲与,じょうよ
譲歩,じょうほ
譲渡,じょうと
護持,ごじ
護衛,ごえい
護送,ごそう
象嵌,ぞうがん
象徴,しょうちょう
豪語,ごうご
負い,お
負う,お
負った,お
負わ,お
負って,お
負お,お
負え,お
負わ,お
負かし,まか
負かす,まか
負かさ,まか
負かそ,まか
負かせ,まか
負けま,ま
負ける,ま
負けた,ま
負けな,ま
負けず,ま
負けて,ま
負けよ,ま
負けら,ま
負けさ,ま
負けろ,ま
負んぶ,おんぶ
負傷,ふしょう
負担,ふたん
負荷,ふか
負託,ふたく
貢献,こうけん
貧乏,びんぼう
販売,はんばい
貪り,むさぼ
貪る,むさぼ
貪った,むさぼ
貪ら,むさぼ
貪って,むさぼ
貪ろ,むさぼ
貪れ,むさぼ
貪ら,むさぼ
貫き,つらぬ
貫く,つらぬ
貫い,つらぬ
貫か,つらぬ
貫おう,つらぬ
貫け,つらぬ
貫え,つらぬ
貫徹,かんてつ
貫通,かんつう
責める,せめる
貯水,ちょすい
貯蓄,ちょちく
貯蔵,ちょぞう
貰い,もら
貰う,もら
貰った,もら
貰わ,もら
貰って,もら
貰お,もら
貰え,もら
貰わ,もら
貴び,たっと
貴ぶ,たっと
貴ん,たっと
貴ば,たっと
貴ぼ,たっと
貴べ,たっと
貴ば,たっと
貴べ,たっと
貶し,けな
貶す,けな
貶さ,けな
貶そ,けな
貶せ,けな
買い,かい
買い,か
買う,か
買った,か
買わ,か
買って,か
買お,か
買え,か
買わ,か
買収,ばいしゅう
買取,かいとり
貸し,か
貸す,か
貸さ,か
貸そ,か
貸せ,か
貸与,たいよ
費やし,ついや
費やす,ついや
費やさ,ついや
費やそ,ついや
費やせ,ついや
貼り,ばり
貼付,ちょうふ
貿易,ぼうえき
賃上げ,ちんあげ
賃下げ,ちんさげ
賃借,ちんしゃく
賃貸,ちんたい
賄い,まかな
賄う,まかな
賄った,まかな
賄わ,まかな
賄って,まかな
賄お,まかな
賄え,まかな
賄わ,まかな
資すま,し
資する,し
資すた,し
資すな,し
資すず,し
資すて,し
資すよ,し
資すら,し
資すさ,し
資すろ,し
賑わい,にぎわ
賑わう,にぎわ
賑わった,にぎわ
賑わわ,にぎわ
賑わって,にぎわ
賑わお,にぎわ
賑わえ,にぎわ
賑わわ,にぎわ
賛助,さんじょ
賛同,さんどう
賛成,さんせい
賛美,さんび
賞味,しょうみ
賞賛,しょうさん
賠償,ばいしょう
賦課,ふか
質問,しつもん
賭けま,か
賭ける,か
賭けた,か
賭けな,か
賭けず,か
賭けて,か
賭けよ,か
賭けら,か
賭けさ,か
賭けろ,か
購入,こうにゅう
購読,こうどく
贈り,おく
贈る,おく
贈った,おく
贈ら,おく
贈って,おく
贈ろ,おく
贈れ,おく
贈ら,おく
贈与,ぞうよ
贈呈,ぞうてい
贈答,ぞうとう
贋作,がんさく
贔屓,ひいき
赤茶けま,あかちゃ
赤茶ける,あかちゃ
赤茶けた,あかちゃ
赤茶けな,あかちゃ
赤茶けず,あかちゃ
赤茶けて,あかちゃ
赤茶けよ,あかちゃ
赤茶けら,あかちゃ
赤茶けさ,あかちゃ
赤茶けろ,あかちゃ
赦免,しゃめん
走り,はし
走る,はし
走った,はし
走ら,はし
走って,はし
走ろ,はし
走れ,はし
走ら,はし
走塁,そうるい
走査,そうさ
走破,そうは
走行,そうこう
赴き,おもむ
赴く,おもむ
赴い,おもむ
赴か,おもむ
赴おう,おもむ
赴け,おもむ
赴え,おもむ
赴任,ふにん
起きま,お
起きる,お
起きた,お
起きな,お
起きず,お
起きて,お
起きよ,お
起きら,お
起きさ,お
起きろ,お
起こし,おこ
起こす,おこ
起こさ,おこ
起こそ,おこ
起こせ,おこ
起こり,おこ
起こる,おこ
起こった,おこ
起こら,おこ
起こって,おこ
起ころ,おこ
起これ,おこ
起こら,おこ
起伏,きふく
起債,きさい
起動,きどう
起因,きいん
起工,きこう
起床,きしょう
起業,きぎょう
起爆,きばく
起用,きよう
起立,きりつ
起算,きさん
起草,きそう
起訴,きそ
超絶,ちょうぜつ
超越,ちょうえつ
超過,ちょうか
越えま,こ
越える,こ
越えた,こ
越えな,こ
越えず,こ
越えて,こ
越えよ,こ
越えら,こ
越えさ,こ
越えろ,こ
越し,こし
越し,こ
越す,こ
越さ,こ
越そ,こ
越せ,こ
越冬,えっとう
越境,えっきょう
越年,えつねん
足し,た
足す,た
足さ,た
足そ,た
足せ,た
足ずり,あしずり
足りま,たり
足りる,たり
足りた,たり
足りな,たり
足りず,たり
足りて,たり
